page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
172,"BUSINESS ANALYSIS We describe some commonly used approaches to improving processes below. Simplify the process Simplifying a process can be achieved by eliminating unnecessary tasks or hand-offs.  Certain tasks within a process may have been required when the process was first  introduced but as a result of changes to the business have now become redundant.  For example, reports may still be produced despite the fact that nobody uses them  any longer. Eliminating these tasks not only reduces the running costs and resources  used by the process, it also reduces the hand-offs and their delays.",598,94,149.5
172,"Another example of  simplification is where a number of tasks, carried out by different actors, are combined  into a single task for one actor only. As well as reducing the number of hand-offs, this  can result in other improvements such as a reduction in errors and duplication. There is  also greater scope for giving the actor an extended, more meaningful task to carry out.  The general principle that we are applying here is ensuring that all the processing  adds value. This can involve delivering direct value to the customer or enabling another  part of the process which does itself add customer value.",611,102,152.75
172,"If the task does neither, then  eliminate it. We find non-value adding work when we have to correct errors we have  made earlier in a process. Rigorous checking, appropriate levels of control and ensuring  that errors are corrected as soon as they are discovered will reduce error handling  costs and effort. Extend the processing Where business scenarios have developed that are not covered by the ‘as is’ process,  the likelihood is that workarounds will have been invented. As a result, it is possible  that different actors may handle such scenarios in different ways.",572,93,143.0
172,"The process may be  improved by adding extra tasks to the process, or further steps to a task, in order to  provide a standard way of dealing with these scenarios.  Remove bottlenecks Bottlenecks result when there is a mismatch in the capacities of related tasks. For  example, we have a mismatch if task A can handle 100 transactions per hour and these  are passed onto task B that can only deal with 90 transactions per hour. In this example,  it is easy to see that the bottleneck could be removed by increasing the resources  undertaking task B. However, real life processes are often very complex and require  detailed analysis to identify such capacity mismatches. In these cases, it can be useful to  use sophisticated process modelling tools as they provide simulation facilities that help  us examine the performance and resource requirements of proposed process designs.",880,145,220.0
172," Change the sequence of tasks ‘As is’ business processes often reveal their origins. For example, although a current  process may be supported by an IT system it may not have been subject to considered  process redesign when the system was introduced so is merely an updated version of the  original clerical process. In such a situation, the updated process may have unwittingly  and unnecessarily perpetuated the limitations of the original process. For example, a  process where the tasks are performed in sequence even though this is unnecessary  because there is no logical dependency between the tasks. Modern workflow technology  142",640,100,160.0
173,"MODELLING BUSINESS PROCESSES can free us from this type of limitation. Even if a transaction begins on paper, it can be  scanned and electronic copies sent to several actors simultaneously, so long as they can  work independently. As a result, the elapsed time for the overall process can be reduced  significantly. This is only one example of using technology to carry out tasks in different  ways. Another example is the use of computer systems to automate the flow through a  process, removing the need for human intervention.",529,87,132.25
173,"Redefine process boundary The boundary of an ‘as is’ process may be redefined in order to improve the process. This  may involve extending or reducing the activities carried out by the organisation. This is a  common approach adopted by many organisations where they outsource tasks or even  entire processes to specialist organisations. A variant of this approach is to redefine the  boundary of processes such that external stakeholders, such as customers, undertake  tasks in place of the organisation’s employees. Facilities offered by internet access  can enable such boundary redefinition by enabling customers to have online access to  systems.",651,98,162.75
173,"For example, where order processing staff are replaced with an online booking  system or access is provided to electronic documentation. A similar approach may be  adopted with regard to suppliers. A distribution company supplying goods to retailers  would traditionally require those retailers to submit their replenishment orders as and  when their stocks got low. If the distributor were given access to retailers’ sales data,  they could then maintain the retailers’ stock without any action on the retailers part. Not  only would this make life easier for the retailer but the distributor would have better  information for planning their own stock levels.",661,101,165.25
173,"Automate the processing Automation means using computer software to perform tasks rather than carrying them  out manually. Automation usually leads to faster, cheaper and more reliable processes  and helps with standardising the work practices; this is what many organisations are  seeking when improving their processes. It also results in standardisation of the data  that supports the processes, which is of great benefit to many businesses.  There is a range of automated solutions that are relevant to process improvement  initiatives: yy Bespoke IT development. The definition of the business process provides an  excellent basis on which to define the detailed requirements of a bespoke IT  solution.",707,105,176.75
173,yy Packaged applications. These provide best practice processes for specific  areas such as Finance or HR. Examples are the ERP packages supplied by  organisations such as SAP and Oracle. yy Workflow management systems. Essentially this is software that controls  the flow of electronic documents/transactions through the various tasks of  a process.,350,51,87.5
173,"It can ‘read’ the process model to determine exactly what should  happen during a transaction, depending on particular circumstances. yy Straight through processing (STP). This as a concept from the finance industry  that allows transactions to be passed from one ‘party’ to another without any  manual intervention and is used to integrate the work of front, middle and back  office functions. 143",398,62,99.5
174,"BUSINESS ANALYSIS Redesign the process The approach we have covered so far in this chapter could be described as the  incremental improvement of an existing process. Hence the sequential steps: yy develop the ‘as is’ model; yy analyse the ‘as is’ process and define its problems; yy identify potential improvements; yy document the ‘to be’ process model. There are some situations, however, where we cannot adopt this approach. For example,  there may be no existing process or it may be so radically different from what the  business wants in the future that the ‘as is’ model is next to useless as a starting point.  In this situation, we need to adopt an approach that enables the direct creation of a ‘to  be’ business process model.",737,125,184.25
174,"There may well be a lot of high-level information that defines the environment in which  the new process will operate. The organisation model, the value chain and the value  proposition will reveal the aims of the business and the environment within which the  process needs to be implemented. Additional information may also be available from  strategic plans, business objectives and relevant KPIs. The outline process map will  indicate which other processes the new process is likely to interact with. From these  sources we will be able to model the new ‘to be’ process as a black box, defining: yy the expected outcomes from the process; yy the events or triggers that the process will need to react to.",709,118,177.25
174,"Once we understand the trigger and outcome for a process, we can begin to fill in  the detailed tasks and steps. The best way to do this is to work backwards from the  expected outcomes, determining the logical tasks required to achieve those outcomes.  If we know the planned organisation structure and roles relevant to the new process,  we will also be able to allocate the tasks to the appropriate swimlanes. If there is an existing process, even if it is not relevant to the future business system,  it may be worthwhile analysing it for two reasons. First, we may be able to identify the  underlying business rules that need to be carried through into the new process.",674,118,168.5
174,"They  may not be documented anywhere else. Second, at some time in the future, we will need  to plan how we are going to transfer operations from the old to the new process. To do  this smoothly, we need to know exactly where we are at the beginning of the changeover  and where we want to be at the end. The modelling and analysis of the ‘as is’ process is  essential for this planning activity. PROCESS MEASUREMENT When we are designing an improved business process, we must define not only  what the process does but also how well that processing is to be carried out.",571,105,142.75
174,The  importance of measurement is illustrated by the oft-quoted statement ‘You can only  144,92,14,23.0
175,"MODELLING BUSINESS PROCESSES manage what you can measure.’ If we want the actors carrying out tasks to achieve  the required levels of performance, we need to define the performance measures  and ensure the actors carrying out the work are advised of them. When defining  performance measures, one of the fundamental points to recognise is that there  are two perspectives on performance measurement: measurement for internal  management purposes and measurement by our external customers. Organisations  sometimes create difficulties when they concentrate on their internal measures at the  expense of customer concerns. Internal measures Internal measures are often derived from organisational objectives, critical success  factors and key performance indicators.",765,107,191.25
175,"These measures are usually defined at an  organisational level, cascaded down to departmental level and then further to the  operational level. The operational measures should support the higher-level measures,  right up to the organisational level. The problem with internal measures is that they are  often focused on what the organisation wants to achieve and not on what the customer  values. For example, the organisation may set ‘low cost of operation’ as a critical  success factor for the organisation, defining key performance indicators that specify  which aspects of low cost should be measured. However, when related performance  measures are defined for the business processes, it is possible that the focus on costs  can create problems for the successful delivery of the services to the customer.",811,124,202.75
175,"External measures The other aspect to performance measurement is concerned with what the customer  expects to have delivered. One way of thinking about this is to consider what it is that  each customer group will value about the deliverables it receives from the organisation.  Having identified this, we can then think about the performance measures that we need  to apply internally in order to achieve what our customers require. There are three  major areas to think about: yy the time it takes to complete a process or task; yy the financial measures such as costs or prices; yy the quality measures that are concerned with accuracy and effectiveness. It is important to consider all three areas when improving a business process.",736,121,184.0
175,"If a task is  likely to take too long, there will be consequential effects in other parts of the business  process leading to poor customer service. If an organisation charges for a particular  service but the cost of the process to deliver the service is greater than this charge,  then the organisation is going to run into financial difficulties at some point. If the  performance measures related to quality are not considered, customers may receive  inaccurate information and poor customer service.  Process and task measures One of the key issues for performance measures is to understand customers’ value  expectations. The customer has an expectation of the organisation’s performance in  delivering the product or service.",732,114,183.0
175,"Internally, the process may be made up of several  145",54,10,13.5
176,"BUSINESS ANALYSIS individual tasks, each of which will need to be allocated performance measures. The  task-level performance measures should be aggregated such that the product or  service is delivered within the overall performance measures for the process. Figure  7.15 demonstrates this principle by showing our loan item example with a timeline  added in. This timeline shows that the first task, ‘Check availability of item’, must take  place within two working days of receiving the request from the customer. The second  task, ‘Send item to borrower’, must take place within a further two working days.",610,94,152.5
176,"The  customer must receive the item within a further one working day. Therefore, from item  request to item receipt should take no longer than five days. These are the internal  performance measures but they need to be aligned with the external expectation. If  the external performance measure, the customer view, is that the item will be received  within five working days then the internal measures are fine. However, if the customer  is expecting the item within two working days then these internal measures are likely  to ensure that the customer’s expectations will not be met.",584,95,146.0
176,Figure 7.15  Process model with timeline added Figure  7.15 The performance targets set for a particular process have to align with the expectations  of the customers. If we design a process that results in a service that does not meet  customer expectations then the likelihood of losing customers is very high. Estimating the timeline for a process is difficult. It will depend on a range of factors  including: yy the length of time taken by each task within the process; yy the resources available to support the tasks; yy the number of transactions to be processed and how this varies over time; yy the variety and mix of different transaction types; yy the amount of rework caused by errors; yy the delays and queues at each of the hand-offs; 146,752,130,188.0
177,"MODELLING BUSINESS PROCESSES yy the quality and productivity of the staff; yy other work that could interrupt the process.  Some process modelling software provides performance information by using data on  the above factors to simulate the behaviour of the process. The value of the simulation  results depend on the accuracy of the assumptions and the data fed into the model.  However, the information gained can be very helpful when designing the process and  defining appropriate performance targets.  Cost and time estimates are interrelated so similar issues apply when setting financial  performance measures.",617,92,154.25
177,"The longer the tasks within the process take, the more resource  is required and hence the higher the cost. There may also be trade-offs; in order to  reduce time, we may be able to increase the expenditure on resources. However, it is  important to consider how much the resource will cost and whether or not the reduced  time/higher performance will justify that extra expenditure. Performance issues Measures and targets need to be chosen with care especially when managers are  given incentives to achieve those targets. Targets will change the way that people  behave – that is what they are designed to do.",612,102,153.0
177,"It is possible that the behaviour could  be inappropriate if we have not thought through the implications of the targets. For  example, sales staff are often set sales targets on the assumption that more sales  are good for the business as a whole. However, this may not be true if the increased  sales are achieved by lowering prices too much. This is an example of sub-optimisation  where seemingly better performance in one part of the business can result in poorer  performance for the business as a whole.  BUSINESS PROCESS MODEL AND NOTATION Business Process Model and Notation (BPMN) provides a standardised way of drawing  business process models that is comprehensive and unambiguous.",693,112,173.25
177,"It is based on work  that first appeared in 2004 as the Business Process Modelling Language. The Object  Management Group (OMG), who look after UML as well as other software standards,  took over responsibility for BPMN, issuing Version 1.0 in 2006 and Version 2.0 in 2010. There is a lot of interest in BPMN and many software organisations use and support  it. There are two main reasons for this. First, BPMN allows users to represent process  models in an industry-standard way so that they are portable across a range of  modelling tools.",542,92,135.5
177,"Second, users of BPMN can specify very precise process logic that  can be understood and executed by workflow or process engines that control many  business processes. The notation used in BPMN is extensive and very powerful. Process modelling using BPMN is useful in two different, but related, aspects. The  first concerns business analysts when working with the business to understand the  problems with the current processes and consider how they may be improved. However,  once the new processes have been agreed, the second aspect concerns the technical  details of how the processes will be implemented.",610,95,152.5
177,BPMN covers both aspects in a  seamless way and provides an extensive notation set. Some symbols are appropriate  147,117,19,29.25
178,"BUSINESS ANALYSIS for process modelling as carried out by the business analyst, while others have more  relevance for the technical staff.  The basics of BPMN look similar to UML activity diagrams with tasks shown in  swimlanes, and connected by process flows that also link with initiating events and  outcomes. There is a great deal of additional notation that could be used by the business  analyst, including pools, gateways and messages.  A pool consists of lanes, the BPMN name for a swimlane. A process generally shows the  sequence of tasks carried out by different actors, each in its own lane.",603,99,150.75
178,"The customer  that initiates the process can be regarded as an external actor and shown as a ‘black- box pool’, containing one lane only. No activities are shown in this pool (hence the black- box title) as the work of the external actor is invisible to the process being analysed.  A gateway controls the flow through the tasks of a process. In BPMN, a gateway is  represented as a diamond but it is more than a UML decision point. With a letter O  inside the diamond, it can indicate an either/or decision (like the UML decision), whilst a  + indicates a parallel process flow.",579,104,144.75
178,Messages show how processes may communicate  with each other and hence how they collaborate.  BPMN provides an extensive set of symbols and concepts. As business analysts we need  to take care when using BPMN as it is important to recognise that the models we build  are a means of communication with the business; too much technical detail would result  in a model that was difficult for the business staff to understand. Some BPMN specialists  recommend that business analysts only use a subset of the BPMN facilities; Bruce  Silver’s (2009) BPMN Methods and Style provides details of his Level 1 palette of facilities. SIX SIGMA An alternative approach to process improvement is embodied in the Six Sigma  approach developed by Motorola in the 1970s and based on ideas from statistical  process control.,806,131,201.5
178,"First used in manufacturing industries in the reduction of product  defects, it is now used in a range of organisations including those in the pharmaceutical  industry, local authorities, food processing, hospitals, the military, logistics, NASA and  financial services. Its purpose is to eradicate performance deficiencies in processes  that are critical to achieving customer satisfaction. These processes might include  complaint handling, order fulfilment or delivering a package to a customer’s house. To  achieve process improvement, Six Sigma follows a five step approach known as DMAIC: yy Define the problem. yy Measure the data.",638,92,159.5
178, yy Analyse the problem.  yy Improve the process by removing the root causes of the problem.  yy Control to prevent the original problem from reoccurring and to maintain the  benefits of the changes made.  Let us assume that we are Global Deliveries PLC and we’re getting an increasing  number of customer complaints about the non-delivery or late delivery of packages;  148,374,61,93.5
179,"MODELLING BUSINESS PROCESSES about incomplete deliveries against acknowledged orders, packages delivered to  wrong addresses, poor performance from the offices in Denver, Brisbane, Glasgow,  Calgary and Swindon. Following the DMAIC approach, we would carry out the  following activities: yy Define the problem. What is going wrong? Is it one problem or many? What is  the visible evidence?",389,56,97.25
179,Where is it and where does it come from? How serious is  it? Is it organisation wide or localised? What will be done about it? What is the  objective of this investigation?,172,32,43.0
179,yy Measure the data. This means obtaining the data to identify the symptoms;  do they occur all the time or from time to time? Produce a map of the process  that is producing the problem. Concentrate on the symptoms doing the most  damage. yy Analyse the results so far.,270,49,67.5
179,Be creative and prepare theories about the causes  of the problems. Document the theories and test them. Identify the root causes. yy Improve the process. Assess alternative improvement methods.,194,29,48.5
179,Design and  test the chosen method. Implement the chosen method.  yy Control the new process and monitor its effectiveness. Six Sigma can be seen as a very methodical and structured approach to process  improvement that uses data and measurement to identify where the most business  benefit can be obtained. The aim is to reduce errors so that all processes meet or  exceed customers’ expectations and that there are no more than 3.4 defects per million  occurrences.,467,76,116.75
179,"In the Global Deliveries PLC example this would translate into performance  that delivers the right package to the right place at the right time 99.997 per cent of the  time! SUMMARY An organised, structured approach to business process improvement will be beneficial  for both the organisation and the business analysts carrying out the work. We have  described an approach using an organisational view of processes that is then developed  further into more detailed business process models. Business process models can be  used for many purposes, including business improvement and staff training, but if they  are to be useful it is important to produce clear, easily understood diagrams and well- structured supporting documentation.  REFERENCES Harmon, P. (2007) Business Process Change, 2nd edn.",801,121,200.25
179,"Morgan Kaufmann, Upper Saddle  River, NJ. Kaplan, R. S. and Norton, D. P. (1992) ‘The balanced scorecard: measures that drive  performance’, Harvard Business Review 70(1), 71–9. Silver, B. (2009) BPMN Method and Style. Cody-Cassidy Press, Norwood, CA. 149",255,38,63.75
180,"BUSINESS ANALYSIS FURTHER READING Burlton, R. (2001) Business Process Management: Profiting from Process. Sams Publishing,  Indianapolis, IN. Hammer, M. (1997) Beyond Re-engineering: How the Process-centred Organisation is  Changing our Work and our Lives. HarperCollins, New York, NY. Hammer, M. and Champy, J. (2001) Re-engineering the Corporation: A Manifesto for  Business Revolution, 3rd edn.",397,53,99.25
180,"Michael and James. Nicholas Brealey Publishing Ltd,  London. Rummler, G. A. and Brache, A. P. (1995) Improving Performance: How to Manage the White  Space on the Organisation Chart, 2nd edn. Jossey-Bass, San Francisco, CA. Sharp, A. and McDermott, P. (2008) Workflow Modelling: Tools for Process Improvement  and Application Development.",337,49,84.25
180,"Artech House Publishers, London. USEFUL WEBSITES www.bpmg.org www.bpmi.org 150",78,9,19.5
181,"8 DEFINING THE SOLUTION Debra Paul and Paul Turner INTRODUCTION One of the key activities conducted by business analysts is the analysis of the gap  between where the business is currently and where it needs to be in terms of its  processes and systems. However, analysing the gap requires detailed thought and an  understanding of the implications associated with implementing the proposed changes.  While addressing the problematic areas identified during the analysis process, the  selected option will also need to align with the defined business architecture for the  organisation. This chapter looks at two aspects regarding the development of options for business  change: 1. 	 Analysing the gap between the current and desired business systems.",752,114,188.0
181,"2. 	 Ensuring the alignment of any proposed actions with the business archi- tecture. GAP ANALYSIS In essence, gap analysis requires the business analyst to explore the differences  between a current state and a desired future state. Gap analysis can apply at different  levels, depending upon the situation. A Business Activity Model (BAM) provides a  conceptual overview of a desired future business system, showing ‘what’ activities  would be needed to fulfil a stakeholder perspective, or where this is a consensus BAM,  the agreed perspective.",548,83,137.0
181,"Each of the activities shown on the BAM may be examined in  order to identify where deficiencies lie. At a more specific level, gap analysis may be  used to examine any of the following areas: yy the ‘as is’ and ‘to be’ business process models; yy the competencies held by an individual and those required for a particular role; yy the IT system requirements and the features offered by an off-the-shelf soft- ware package. Identifying areas of concern The activities on the BAM should be inspected and categorised in order to identify those  requiring further attention. Three categories may be used for the activities: 151",624,105,156.0
182,"BUSINESS ANALYSIS yy operating satisfactorily – no immediate action; yy some issues to be addressed – action required; yy not in place – urgent consideration. Categorising the activities in this way allows us to prioritise the work in line with the  original objectives and scope for the business analysis work. Once we have an idea of  the areas requiring most attention, we can conduct the gap analysis at a more detailed  level, focusing on ‘how’ the work is conducted.  Framework for gap analysis In Chapter 5 we discussed the techniques which may be used to investigate and represent  a current business area or situation. As explained in that chapter, it is often the case that  the initial investigation focuses on modelling the processes or defining the requirements  but this can lead to the change proposals being limited or failing to address the real  problems.",873,144,218.25
182,"The holistic approach adopted by business analysts helps to avoid such issues.  When taking a holistic approach, the analysts ensure that they consider aspects such  as the organisation’s structure, culture and management style in addition to examining  the business processes and IT systems. The POPIT model, shown in Figure 8.1, can help  considerably with this investigation as it provides a framework and aide-memoire that  helps ensure that the analysis considers all of the required elements.  Figure 8.1  The POPIT model Figure 8.1 The POPIT model will be used to organise the gap analysis discussion below. Processes The usual starting point for gap analysis is to consider the ‘as is’ and ‘to be’ processes.",716,113,179.0
182," This is a good place to begin because any changes made to processes inevitably require  other POPIT elements to change. This may range from a relatively minor change of a  job description to a significant revision of the entire team structure. For example, if a  152",267,46,66.75
183,"DEFINING THE SOLUTION process improvement requires that two roles are to be merged, then there is likely to be  a corresponding impact on the structure, job role descriptions, skill requirements and IT  systems. The definition of the revised processes will need to be clear and unambiguous  which is why using a standard modelling technique, such as that described in Chapter 7,  can be extremely helpful. It is also important that a more detailed definition is developed,  representing the procedures to be applied when individual tasks are undertaken; this  is necessary to support the definition of the IT requirements, clarify any new process  documentation requirements, support the development of revised job role descriptions  and form the basis for training in the new processes.  Information and technology Business process improvements are often concerned with the retrieval and distribution  of information so gaps associated with this area are often identified. During gap analysis,  the information required should be analysed using techniques such as document  analysis and modelled using entity relationship models or class diagrams.",1148,171,287.0
183,"These help  to identify the information needed to perform the business processes, identify where  additional information is required and clarify the information requirements. The technology element of the POPIT model is often the core enabler of the business  change. Typically, it will be important to think about the following areas: IT support If the ‘to be’ business processes require additional IT support, the analysts will need  to consider the requirements that should be delivered by the technology. This may  mean the functional requirements but may also lead to the definition of non-functional  requirements. These requirement types are discussed further in Chapter 11.",681,102,170.25
183,"Many  organisations are constrained by legacy systems which are not very adaptable to  changing business needs or by poor scalability – the capacity of the systems to handle  higher volumes. These issues need to be considered when introducing new processes  as they can represent a gap that it will be important to address. Accessibility When introducing a change to the IT systems used to perform processes, it is important  to ensure that the systems are as accessible as possible; this means considering the  user population for the systems. If there is poor accessibility, the IT systems may not be  used effectively. If business staff are unable to use, or have difficulty in using, a system  they will avoid doing so, which is likely to lead to them developing unauthorised and  undesirable workarounds in order to conduct their work.",840,138,210.0
183,"Other stakeholders, such as  customers and suppliers, may decide it is easier to work with other, perhaps competing,  organisations. Alignment with the enterprise architecture A major problem in many organisations is that the IT systems are not well-integrated  with each other or with the overall infrastructure that exists for the delivery of the IT  services. This can lead to problems such as limited automatic data transfer, which may  result in the re-keying of data, inconsistent data formats and definitions, and different  systems holding differing values for the same data. During gap analysis, it is critical that  153",629,97,157.25
184,"BUSINESS ANALYSIS such issues are considered. Introducing new IT functionality without considering how  this impacts upon, or needs to align with, the existing IT systems and infrastructure may  end up introducing additional problems rather than solving those that exist currently. Organisation This is often the area that is overlooked during gap analysis and option development.  However, it is extremely important as it can be where gaps exist that have the potential  to undermine the new business system and processes. One of the reasons why a holistic  view is so important during the investigation of the current system, is that it causes us  to consider organisational aspects such as structure and culture.",715,111,178.75
184,"McKinsey’s 7-S model  (Figure 8.2), introduced in Chapter 3, can be useful here, providing a framework for  thinking about the different elements that contribute to the organisational view. Figure 8.2  McKinsey’s 7-S model Figure 8. 2 The 7-S model sets out the aspects of the organisation that need to be considered if a  change is to be introduced successfully. If we map this onto the POPIT model, we can  see that some of the 7-S elements are already covered: yy ‘systems’ is analysed from the three views of process, information and  technology; yy ‘staff’ and ‘skills’ form part of the people view.  So, from the organisation perspective, we need to think about the remaining four  aspects: shared values, style, strategy and structure.",742,122,185.5
184,"The shared values are at the core of the organisation. In undertaking a gap analysis,  we need to ask if these shared values are explicit and communicated, and if they really  help drive the other areas such as the systems and structures. Moving to a new, desired  154",268,48,67.0
185,"DEFINING THE SOLUTION position, may require us to think about the manifestation of any inconsistent views in  the existing business system and the impact of values upon the work practices. We also  need to consider the style adopted by management and the culture that exists within  the area under consideration. Is this in line with the values and the strategy and will it  help in the introduction of the desired changes or will there need to be some work to  align this? More tangibly, the structure of the business area may need to be changed. At  a micro level, some job roles may need to be combined but there may also be impacts  at a broader level whereby whole teams or even departments need to be merged or  reorganised.",730,129,182.5
185,"It is also possible that more fundamental change to the structure may be  needed such as the change from a regional to a product-based structure. It is sometimes said that the key aspects of the McKinsey model are not the individual  elements but the lines that connect them. Whatever the changes, there must be  congruence between the different elements and, where this is not the case, there is  some misalignment in the organisation which should be addressed. For example, there  may be a difference between what managers say they want (strategy) and the behaviour  they expect (style). People It is particularly important that any business change proposals set out the approach to  deployment that will be adopted, including planning for communicating the changes  to any affected staff.",791,127,197.75
185,"The analysis should consider the impact upon the people who  will perform the work and identify any gaps to be addressed. The following areas are  particularly important: Skills We need to think about what skills the new job roles require, how much support will  be needed during the transition and what training should be delivered to ensure the  smooth implementation of the new business processes. The changes may generate  a need for training in the new tasks, the new process flows, the new information or  even the new rules to apply when making decisions. The events that trigger the tasks  may have changed or the information used may originate from different sources. All of  these aspects needs to be considered in order to define the training and support needs.",772,129,193.0
185," For some business changes, the initial communication and support may have been  inadequate so training is required even for tasks that have not changed.  Recruitment If there is a skills gap, there may be a need for further recruitment of staff. The definition  of the required skills will help to provide a basis for any additional recruitment. However,  there may be a more significant gap in that there may not be a properly defined  recruitment policy and inadequate methods may be used for recruitment. If either of  these is the case, problems with the team’s skills may result and the business changes  may be undermined.",629,105,157.25
185,"Therefore, it is important to consider staff recruitment policies  as part of the gap analysis activity; they may cause problems during deployment if we  need to change or extend the skills of the team but, in the longer term, may also serve  to perpetuate recruitment issues. 155",280,47,70.0
186,"BUSINESS ANALYSIS Staff development One of the gaps may concern the approach adopted to career development. It is  important to think about questions such as ‘Is there an appraisal scheme in place?’  and if so, ‘Does it appraise the right things and lead to effective skill development?’  Sometimes, it is useful to think about how the current personal development processes  are working as they may be the root cause of some problems. If so, they are likely to  interfere with the successful introduction of changes.",517,85,129.25
186," Motivation and reward It can also be useful to consider the levels of staff motivation and, more tangibly, the  reward systems in place. Again, there may be issues here that can be causing problems  and undermine the performance of the organisation. For example, if there is a problem  with staff motivation, the introduction of a new suite of processes and systems may  worsen this. The alignment of reward systems with the objectives of the organisation is  vital if the change is to succeed. FORMULATING OPTIONS Once we have an understanding of the gaps to be addressed, we can begin to formulate  the options for change.",625,105,156.25
186,"As in all business changes, we need to ensure that any proposals  are feasible from the financial, business and technological perspectives. The approach  to this is considered in Chapter 9. The key is that the options are holistic. It is of no use  putting forward proposals that change one or two elements of the POPIT model while  not considering the others; the best IT systems in the world will not operate effectively  if the people do not know how to use them or cannot access them. Similarly, it is not  possible to change a team structure without considering the impact on individuals and  ensuring that they are clear about the new way of working.",656,114,164.0
186,"DEFINING BUSINESS REQUIREMENTS The outcome from the gap analysis is a list of business requirements that need to be  delivered. These requirements are likely to be at the ‘what’ level rather than dictating the  precise ways in which they will be met. However, at this point, there are likely to be some  requirements that will need to form part of the IT solution. Chapters 10–12 discuss the  definition and management of requirements. INTRODUCTION TO BUSINESS ARCHITECTURE Organisations are becoming increasingly aware of the need to hold a formal definition  of the architecture of their business.",599,95,149.75
186,"Any proposed business change must align with the  business architecture. It is common for even small changes to affect multiple processes,  IT systems and databases requiring vast expense, often without the change adding any  real value and causing disruption to areas of the business that were working well. In  many cases, this is because business analysts usually work in one designated area  and do not always have the opportunity to see how the change they propose fits within  156",486,79,121.5
187,"DEFINING THE SOLUTION the broader picture or indeed whether work being undertaken elsewhere may impact  upon their work. Without a high-level model or blueprint of the overall business, and  its interface with its customers, suppliers and partners, any proposed change will be  difficult to assess in terms of the impact and potential disruption.  A business architecture begins to evolve when two or more business areas (including  those from outside the scope of the specific business itself) are thought of as an  integrated set of capabilities that delivers value. The business architecture helps to  provide increased visibility and effectiveness. Once a high level plan or blueprint of the  organisation exists, it is possible to evaluate various scenarios for change in terms of  their impact and effectiveness, and ensure that any changes to be undertaken can be  aligned with this overall business architecture.",920,141,230.0
187,"Therefore, it can be seen that a business  architecture provides a bridge between the organisation’s defined strategy and the  execution of the strategy. DEFINITION OF BUSINESS ARCHITECTURE The Business Architecture Guild (2014) defines business architecture as:  A blueprint of the enterprise that provides a common understanding of the  organisation that can be used to align strategic objectives and tactical demands. This definition encapsulates the important role that the business architecture plays  as an interface between strategy and the implementation of change. Hence, employed  effectively, a robust business architecture results in the following: yy the strategy drives changes to the business architecture; yy the business architecture informs and refines the strategy; yy the business architecture translates the strategy for execution; yy the strategy execution enables and generates improvement to the overall  business architecture. A business architecture has three primary objectives: 1.",1008,140,252.0
187,"	 To promote organisational health: to ensure the longevity and well-being of  the organisation, generating an ability to be flexible and agile in the delivery  of change. 2. 	 To help fulfil unrealised opportunities: promoting appropriate reaction to  external influences and proposed initiatives, and identifying the areas of the  business which would most benefit from any transformation. 3. 	 To aid organisational performance in a competitive market place:  implementing best practice, encouraging reuse, monitoring business metrics  and focusing on those areas of the business that deliver the most value to  the end customer.",632,90,158.0
187,157,3,1,0.75
188,"BUSINESS ANALYSIS In addition, it is worth keeping in mind the following key points about a business  architecture: yy The scope of a business architecture is the scope of the business. yy A business architecture is not prescriptive. yy A business architecture is developed iteratively. yy A business architecture is reusable across business units and businesses. yy A business architecture is not about the deliverables, it is more concerned with  reflecting the underlying philosophy and values.",497,76,124.25
188,"While a business architecture represents the business, its coverage does not begin or end  at the boundaries of a specific enterprise. It must also be capable of representing aspects  of the business that that are undertaken by external stakeholders such as outsourced  suppliers. This is supported by the use of techniques such as value stream analysis and  is consistent with a focus on what the business does rather than how it does it. STRUCTURE OF A BUSINESS ARCHITECTURE There are many models and documents that could be included as artefacts within a  business architecture; in effect they would provide many different views of the business.  For example, the artefacts of a business architecture might document any of the following: yy capabilities; yy values; yy information; yy products; yy suppliers and partners; yy motivations; yy business units; yy policies.",872,138,218.0
188,"It is important to consider the maintenance overhead that may arise if there are  numerous artefacts, given that they would all need to be defined and maintained.  Also, cross references between artefacts will be required in order to ensure overall  consistency. Any artefacts that are included in an organisation’s business architecture  should always be at a high level of abstraction and subsequently mapped to the detailed  artefacts and models more familiar to business analysts. For example, the business  architecture artefacts would map onto, and align with, the detailed business process  models, but would not contain these processes.  Evolving best practice has shown that the key elements of a business architecture  represent the following areas: 158",763,115,190.75
